image_path,real_class,pred_mistralai/mistral-small-3.1-24b-instruct:free,pred_qwen/qwen2.5-vl-72b-instruct:free,pred_google/gemma-3-27b-it:free
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001590.png,wardrobe,man,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000019.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000671.png,wardrobe,woman,woman,man
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000031.png,wardrobe,leopard,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001209.png,wardrobe,wardrobe,&amp;nbsp;wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001962.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002258.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002264.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002270.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000227.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_000153.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001180.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001382.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001396.png,wardrobe,telephone,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_002383.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_001113.png,wardrobe,plain,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000145.png,wardrobe,bed,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_000557.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001369.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002106.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_001103.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_000209.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000715.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002116.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000517.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_001329.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_001513.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001741.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001755.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000223.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000488.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_000180.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000009.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000021.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001219.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000035.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_000396.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/closet_s_001089.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002088.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002063.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000034.png,wardrobe,man,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000020.png,wardrobe,table,poppy,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_002077.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000648.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_000884.png,wardrobe,wardrobe,wardrobe,baby
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/armoire_s_000222.png,wardrobe,table,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/wardrobe/wardrobe_s_001754.png,wardrobe,wardrobe,wardrobe,wardrobe
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_000875.png,snail,snail,fox,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000033.png,snail,fox,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_000261.png,snail,rose,snail,fox
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000769.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_001564.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/brown_snail_s_000264.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_002489.png,snail,poppy,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001802.png,snail,snail,worm,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000351.png,snail,rose,poppy,worm
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001547.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001209.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_001606.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001779.png,snail,leopard,snail,poppy
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000190.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001792.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001793.png,snail,snail,snail,rocket
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_000499.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_001778.png,snail,fox,snail,baby
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_001161.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_001175.png,snail,snail,snail,worm
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/snail_s_000664.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_000294.png,snail,snail,sweet_pepper,baby
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000350.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/garden_snail_s_000337.png,snail,fox,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/helix_pomatia_s_000595.png,snail,snail,snail,snail
/Users/jdieguez/Documents/master/TFM/code/cifar-fs/test/snail/brown_snail_s_000067.png,snail,snail,snail,snail
